State_Name,County_Name,Number of Bridges,Number of residents,Pct of Medium to Fair Condition Bridges,Pct of Poor Condition Bridges,Primary and Commercial Airports,Route miles of freight railroad,Route miles of passenger railroad and rail transit,Roads Acceptable (%),Area (mi^2)
Tennessee,Franklin,154,41350,0.987012987,0.012987013,0,32.5,0,0.945988112,575.77
Texas,Franklin,650,10570,0.978461538,0.021538462,0,10.8,0,0.891372329,294.77
Vermont,Franklin,139,48625,0.978417266,0.021582734,0,32.2,10.7,0.821290173,692.02
Virginia,Franklin,173,56230,0.953757225,0.046242775,0,31,0,0.884284057,711.56
Washington,Franklin,136,87810,0.955882353,0.044117647,1,65.5,43.8,0.710608062,8.4
Louisiana,Franklin,143,20465,0.944055944,0.055944056,0,,,0.743835895,1265.35
Maryland,Frederick,477,243465,0.955974843,0.044025157,0,78.1,34.4,0.880315818,667.34
Virginia,Frederick,170,82320,0.964705882,0.035294118,0,43.8,0,0.884284057,415.62
Virginia,Fredericksburg,17,27855,0.941176471,0.058823529,,2.2,2.2,0.884284057,10.52
Minnesota,Freeborn,142,30750,0.978873239,0.021126761,0,71.6,0,0.850650597,722.63
Texas,Freestone,75,19585,0.986666667,0.013333333,0,63.4,0,0.891372329,892.13
Colorado,Fremont,137,46835,0.934306569,0.065693431,0,30,0,0.78095535,1533.95
Idaho,Fremont,137,12895,0.875912409,0.124087591,0,28.5,0,0.968883613,1895.59
Iowa,Fremont,172,7020,0.802325581,0.197674419,0,25.1,0,0.906330826,516.76
Wyoming,Fremont,174,40685,0.925287356,0.074712644,1,56.4,0,0.803817764,9265.8
California,Fresno,897,963160,0.914158305,0.085841695,1,183.5,33.6,0.58749769,6017.42
Texas,Frio,168,18540,0.988095238,0.011904762,0,34.7,0,0.891372329,1134.28
Nebraska,Frontier,97,2600,0.865979381,0.134020619,0,32,0,0.899117407,980.06
Arkansas,Fulton,102,12185,0.950980392,0.049019608,0,13.9,0,0.796760502,620.31
Georgia,Fulton,753,996755,0.984063745,0.015936255,0,110.9,11.6,0.967672415,534.61
Illinois,Fulton,211,36045,0.890995261,0.109004739,0,105.5,4.9,0.807663106,882.59
Indiana,Fulton,83,20410,0.939759036,0.060240964,0,7.2,0,0.92512153,371.37
Kentucky,Fulton,95,6325,0.915789474,0.084210526,0,23,7.4,0.920222177,230.55
New York,Fulton,96,54295,0.875,0.125,0,,,0.746636286,532.9
Ohio,Fulton,206,42465,0.975728155,0.024271845,0,46.2,24.4,0.834323878,407.32
Pennsylvania,Fulton,151,14655,0.841059603,0.158940397,0,,,0.714875343,438.03
Nebraska,Furnas,177,4850,0.93220339,0.06779661,0,61.9,30.5,0.899117407,720.51
Florida,Gadsden,123,46155,0.894308943,0.105691057,0,69.6,0,0.882151679,528.49
Nebraska,Gage,389,21780,0.935732648,0.064267352,0,33.3,0,0.899117407,859.94
Texas,Gaines,146,19485,0.993150685,0.006849315,0,3.2,0,0.891372329,1502.84
Virginia,Galax,5,6860,1,0,,,,0.884284057,8.23
Illinois,Gallatin,78,5325,0.923076923,0.076923077,,,,0.807663106,328.41
Kentucky,Gallatin,54,8545,0.962962963,0.037037037,0,13.6,0,0.920222177,104.67
Montana,Gallatin,211,97960,0.981042654,0.018957346,2,79.7,0,0.880305656,2631.84
Ohio,Gallia,242,30375,0.921487603,0.078512397,0,9.5,0,0.834323878,471.13
Texas,Galveston,,314485,,,0,75.9,0,0.891372329,872.93
Nebraska,Garden,31,1930,0.903225806,0.096774194,0,32.9,0,0.899117407,1731
Colorado,Garfield,167,57495,0.97005988,0.02994012,0,71.1,65.1,0.78095535,2955.76
Montana,Garfield,29,1060,0.965517241,0.034482759,0,,,0.880305656,4847.54
Nebraska,Garfield,25,1970,0.88,0.12,0,,,0.899117407,571.34
Oklahoma,Garfield,528,62480,0.839015152,0.160984848,0,101.4,15.7,0.629165553,1059.94
Utah,Garfield,92,5020,0.97826087,0.02173913,0,,,0.783681005,5208.2
Washington,Garfield,54,2230,0.907407407,0.092592593,0,,,0.710608062,718.19
Arkansas,Garland,300,97120,0.98,0.02,1,23.3,0,0.796760502,734.57
Kentucky,Garrard,67,17050,0.925373134,0.074626866,0,,,0.920222177,233.88
Maryland,Garrett,134,29675,0.910447761,0.089552239,0,49.9,0,0.880315818,655.9
Oklahoma,Garvin,363,27570,0.909090909,0.090909091,0,17.6,17.6,0.629165553,813.66
Texas,Garza,318,6615,0.981132075,0.018867925,0,40.5,0,0.891372329,896.19
Missouri,Gasconade,137,14875,0.941605839,0.058394161,0,15.6,15.6,0.753229107,526.09
North Carolina,Gaston,228,211755,0.925438596,0.074561404,0,75.7,21.5,0.890560355,363.54
North Carolina,Gates,41,11615,0.926829268,0.073170732,0,,,0.890560355,345.6
Kansas,Geary,144,36820,0.944444444,0.055555556,0,15.7,0,0.883778315,404.39
Ohio,Geauga,143,94020,0.944055944,0.055944056,0,,,0.834323878,408.29
Idaho,Gem,57,16855,0.947368421,0.052631579,0,30.1,0,0.968883613,565.75
Michigan,Genesee,372,413090,0.865591398,0.134408602,1,90.1,29.7,0.771767308,649.34
New York,Genesee,166,59055,0.825301205,0.174698795,0,65.1,29.9,0.746636286,495.33
Alabama,Geneva,205,26765,0.96097561,0.03902439,0,,,0.880672042,578.9
Missouri,Gentry,241,6745,0.908713693,0.091286307,0,,,0.753229107,491.81
Mississippi,George,115,23315,0.947826087,0.052173913,0,38.2,0,0.731516457,483.63
South Carolina,Georgetown,114,60805,0.903508772,0.096491228,0,43.4,0,0.812866638,1035
Indiana,Gibson,359,33685,0.963788301,0.036211699,0,90.3,0,0.92512153,499.05
Tennessee,Gibson,396,49510,0.906565657,0.093434343,0,74.3,0,0.945988112,603.59
Arizona,Gila,260,53180,0.965384615,0.034615385,0,41.3,0,0.813937707,4795.74
Florida,Gilchrist,10,17035,1,0,0,,,0.882151679,355.47
Tennessee,Giles,321,29035,0.975077882,0.024922118,0,37.9,0,0.945988112,611.17
Virginia,Giles,96,16870,0.96875,0.03125,0,54,0,0.884284057,360.4
Texas,Gillespie,51,25730,1,0,0,,,0.891372329,1061.48
Oregon,Gilliam,35,1915,0.971428571,0.028571429,0,48.3,0,0.897757095,1222.84
Georgia,Gilmer,102,28955,0.941176471,0.058823529,0,21.6,0,0.967672415,431.83
West Virginia,Gilmer,108,8495,0.805555556,0.194444444,,,,0.694866631,340.07
Colorado,Gilpin,18,5710,1,0,0,16.8,16.8,0.78095535,150.25
Montana,Glacier,74,13695,0.945945946,0.054054054,0,66.7,66.7,0.880305656,3037.11
Florida,Glades,59,13420,1,0,0,32.3,0,0.882151679,986.43
Michigan,Gladwin,61,25365,0.967213115,0.032786885,0,,,0.771767308,516.43
Georgia,Glascock,22,3055,0.954545455,0.045454545,,8.2,0,0.967672415,144.45
Texas,Glasscock,128,1255,0.9921875,0.0078125,0,,,0.891372329,900.93
California,Glenn,241,27975,0.908713693,0.091286307,0,39.3,0,0.58749769,1327.16
New Jersey,Gloucester,242,291285,0.950413223,0.049586777,0,65.9,0,0.529653452,336.92
Virginia,Gloucester,21,37020,0.952380952,0.047619048,0,,,0.884284057,288
Georgia,Glynn,83,82625,0.987951807,0.012048193,1,57.8,0,0.967672415,585.17
Michigan,Gogebic,102,15650,0.833333333,0.166666667,1,24,0,0.771767308,1476.43
Montana,Golden Valley,17,730,0.941176471,0.058823529,0,37.5,0,0.880305656,1176.4
North Dakota,Golden Valley,35,1895,0.885714286,0.114285714,0,22.9,0,0.933551831,1002.36
Texas,Goliad,28,7465,1,0,0,9,0,0.891372329,859.35
Texas,Gonzales,125,20370,0.96,0.04,0,35,22.4,0.891372329,1069.82
Virginia,Goochland,87,21980,1,0,0,43.4,0,0.884284057,289.99
Minnesota,Goodhue,322,46450,0.968944099,0.031055901,0,29.9,29,0.850650597,780.44
Idaho,Gooding,78,15155,0.91025641,0.08974359,0,30.6,0,0.968883613,733.84
Georgia,Gordon,128,56080,0.9765625,0.0234375,0,44,0,0.967672415,358.01
Wyoming,Goshen,105,13545,0.980952381,0.019047619,0,132.7,0,0.803817764,2232.16
Nebraska,Gosper,63,1975,0.920634921,0.079365079,0,20.7,0,0.899117407,462.74
Kansas,Gove,109,2680,1,0,0,36.8,0,0.883778315,1071.47
Georgia,Grady,104,25145,0.990384615,0.009615385,0,18.1,0,0.967672415,460.34
Oklahoma,Grady,450,53955,0.915555556,0.084444444,0,94.9,0,0.629165553,1105.3
New Hampshire,Grafton,530,89165,0.926415094,0.073584906,1,27.1,6.1,0.76406884,1750.08
Arizona,Graham,168,37530,0.952380952,0.047619048,0,90.2,0,0.813937707,4641.14
Kansas,Graham,143,2575,0.916083916,0.083916084,0,,,0.883778315,898.67
North Carolina,Graham,90,8650,0.977777778,0.022222222,,,,0.890560355,301.6
Tennessee,Grainger,87,22815,0.908045977,0.091954023,0,15.5,0,0.945988112,302.44
Colorado,Grand,82,14490,0.914634146,0.085365854,0,65.5,65.5,0.78095535,1869.6
Utah,Grand,121,9430,1,0,1,103.7,65.9,0.783681005,3694.08
North Dakota,Grand Forks,354,69795,0.875706215,0.124293785,1,114.2,55.6,0.933551831,1439.83
Vermont,Grand Isle,8,6945,0.875,0.125,0,3.4,0,0.821290173,194.67
Michigan,Grand Traverse,32,90715,0.84375,0.15625,1,53.3,0,0.771767308,601.13
Montana,Granite,74,3210,0.824324324,0.175675676,0,28.7,0,0.880305656,1733.11
Arkansas,Grant,119,18045,1,0,0,,,0.796760502,633.01
Indiana,Grant,276,68270,0.985507246,0.014492754,0,65.9,0,0.92512153,414.83
Kansas,Grant,16,7750,1,0,0,28.3,0,0.883778315,575.04
Kentucky,Grant,79,24705,0.860759494,0.139240506,0,29.8,0,0.920222177,260.79
Minnesota,Grant,33,5945,0.878787879,0.121212121,0,46.9,0,0.850650597,664.56
Nebraska,Grant,,645,,,0,30.6,0,0.899117407,575.18
New Mexico,Grant,99,28880,0.909090909,0.090909091,1,53.7,20.1,0.698534578,783.23
North Dakota,Grant,62,2370,0.903225806,0.096774194,0,,,0.933551831,3967.5
Oklahoma,Grant,517,4495,0.769825919,0.230174081,0,30.8,0,0.629165553,1665.92
Oregon,Grant,141,7225,0.929078014,0.070921986,0,,,0.897757095,1003.61
South Dakota,Grant,203,7195,0.852216749,0.147783251,0,68.3,0,0.857210259,4529.32
Washington,Grant,307,92530,0.996742671,0.003257329,0,125.1,58.1,0.710608062,687.91
West Virginia,Grant,96,11770,0.90625,0.09375,0,24.8,0,0.694866631,2791.29
Wisconsin,Grant,383,51725,0.947780679,0.052219321,0,71.5,0,0.833592818,480.19
Louisiana,Grant,218,22370,0.839449541,0.160550459,0,85.9,0,0.743835895,1183.31
North Carolina,Granville,149,58340,0.879194631,0.120805369,0,23.1,0,0.890560355,536.56
Michigan,Gratiot,165,41675,0.939393939,0.060606061,0,57.3,0,0.771767308,571.61
Kentucky,Graves,381,37380,0.934383202,0.065616798,0,37.4,0,0.920222177,556.46
Kansas,Gray,68,6035,1,0,0,50.7,25.4,0.883778315,869.34
Texas,Gray,286,23030,0.975524476,0.024475524,0,24.8,0,0.891372329,929.25
Washington,Grays Harbor,339,71235,0.943952802,0.056047198,0,59.2,0,0.710608062,2224.44
Kentucky,Grayson,115,26090,0.965217391,0.034782609,0,33.6,0,0.920222177,510.85
Texas,Grayson,81,124230,0.975308642,0.024691358,0,125.6,0,0.891372329,979.19
Virginia,Grayson,147,15180,0.965986395,0.034013605,0,,,0.884284057,445.9
Kansas,Greeley,33,1235,1,0,0,25.9,0,0.883778315,778.01
Nebraska,Greeley,89,2445,0.887640449,0.112359551,0,7.8,0,0.899117407,570.71
Kentucky,Green,54,11125,0.944444444,0.055555556,0,,,0.920222177,288.78
Wisconsin,Green,247,37050,0.898785425,0.101214575,0,16.8,0,0.833592818,584.56
Wisconsin,Green Lake,48,18880,0.958333333,0.041666667,0,8.9,0,0.833592818,380.44
West Virginia,Greenbrier,205,35580,0.858536585,0.141463415,1,61.1,26.6,0.694866631,1024.43
Alabama,Greene,206,8585,0.941747573,0.058252427,0,69.2,20,0.880672042,659.93
Arkansas,Greene,246,43745,0.943089431,0.056910569,0,32.8,9.7,0.796760502,579.65
Georgia,Greene,67,16535,0.970149254,0.029850746,0,18.3,0,0.967672415,406.24
Illinois,Greene,163,13390,0.944785276,0.055214724,0,38.9,0,0.807663106,546.34
Indiana,Greene,239,32635,0.89539749,0.10460251,0,85.8,0,0.92512153,545.91
Iowa,Greene,170,9085,0.888235294,0.111764706,0,37.2,0,0.906330826,571.13
Mississippi,Greene,173,13940,0.895953757,0.104046243,0,10.6,0,0.731516457,718.69
Missouri,Greene,464,285450,0.952586207,0.047413793,1,87.9,0,0.753229107,677.8
New York,Greene,227,48070,0.916299559,0.083700441,0,24.3,0,0.746636286,658.13
North Carolina,Greene,62,21240,0.919354839,0.080645161,0,8.5,0,0.890560355,265.89
Ohio,Greene,341,164325,0.979472141,0.020527859,0,7.7,0,0.834323878,416.21
Pennsylvania,Greene,302,37670,0.804635762,0.195364238,0,78.2,0,0.714875343,577.95
Tennessee,Greene,308,68500,0.970779221,0.029220779,0,30.8,0,0.945988112,624.11
Virginia,Greene,49,19085,0.93877551,0.06122449,,,,0.884284057,156.96
Arizona,Greenlee,89,9225,0.943820225,0.056179775,0,41.2,0,0.813937707,1848.42
Virginia,Greensville,79,11700,0.987341772,0.012658228,0,15.5,12.9,0.884284057,296.81
Kentucky,Greenup,160,36255,0.93125,0.06875,0,32.9,31.1,0.920222177,354.51
South Carolina,Greenville,609,482190,0.911330049,0.088669951,0,83.4,17.6,0.812866638,794.96
Kansas,Greenwood,237,6305,0.831223629,0.168776371,0,,,0.883778315,1152.59
South Carolina,Greenwood,144,69880,0.958333333,0.041666667,0,37.7,0,0.812866638,462.94
Oklahoma,Greer,229,6080,0.956331878,0.043668122,0,4.3,0,0.629165553,643.66
Texas,Gregg,516,123285,0.986434109,0.013565891,1,37.8,15.8,0.891372329,276.37
South Dakota,Gregory,51,4215,0.921568627,0.078431373,0,,,0.857210259,1053.45
Mississippi,Grenada,165,21520,0.987878788,0.012121212,0,20.9,0,0.731516457,449.38
North Dakota,Griggs,22,2310,0.954545455,0.045454545,0,31.6,0,0.933551831,716.17
Texas,Grimes,215,27140,0.995348837,0.004651163,0,96.5,0,0.891372329,801.16
Illinois,Grundy,270,50340,0.885185185,0.114814815,0,73.9,12.1,0.807663106,430.42
Iowa,Grundy,282,12375,0.776595745,0.223404255,0,,,0.906330826,502.55
Missouri,Grundy,190,10230,0.852631579,0.147368421,0,39,0,0.753229107,437.98
Tennessee,Grundy,85,13495,0.988235294,0.011764706,0,,,0.945988112,361.14
New Mexico,Guadalupe,83,4470,0.951807229,0.048192771,0,116.7,0,0.698534578,3031.58
Texas,Guadalupe,219,147315,0.97260274,0.02739726,0,38.7,36.6,0.891372329,714.17
Ohio,Guernsey,356,39480,0.921348315,0.078651685,0,13.3,0,0.834323878,528.29
North Carolina,Guilford,664,511815,0.899096386,0.100903614,1,81.7,47.8,0.890560355,657.7
Florida,Gulf,62,15850,0.774193548,0.225806452,0,13.6,0,0.882151679,744.59
Colorado,Gunnison,100,15890,0.95,0.05,1,4.4,0,0.78095535,3259.75
Iowa,Guthrie,269,10690,0.710037175,0.289962825,0,24,0,0.906330826,593.06
Georgia,Gwinnett,309,874240,0.990291262,0.009708738,0,44.3,22.6,0.967672415,436.72
South Dakota,Haakon,69,2075,0.898550725,0.101449275,0,38.1,0,0.857210259,1827.22
Georgia,Habersham,107,43725,0.953271028,0.046728972,0,10.9,10.9,0.967672415,279.2
Alaska,Haines,13,2530,0.846153846,0.153846154,1,,,0.769478458,2725.82
Alabama,Hale,178,15160,0.926966292,0.073033708,0,20.3,16.9,0.880672042,656.47
Texas,Hale,284,35005,1,0,0,65.7,0,0.891372329,1004.77
North Carolina,Halifax,157,52850,0.942675159,0.057324841,0,29.6,21.6,0.890560355,731.35
Virginia,Halifax,161,35305,0.962732919,0.037267081,0,57.3,0,0.884284057,829.56
Georgia,Hall,147,190480,0.986394558,0.013605442,0,44.3,28.1,0.967672415,429.19
Nebraska,Hall,271,61105,0.985239852,0.014760148,1,63.1,0,0.899117407,552.22
Texas,Hall,49,3160,0.959183673,0.040816327,0,17.4,0,0.891372329,904.08
Tennessee,Hamblen,119,63205,0.983193277,0.016806723,0,40.9,0,0.945988112,175.77
Florida,Hamilton,61,14360,0.983606557,0.016393443,0,36.2,0,0.882151679,519.31
Illinois,Hamilton,165,8250,0.957575758,0.042424242,0,39.2,0,0.807663106,435.84
Indiana,Hamilton,428,303040,0.988317757,0.011682243,0,20.9,20.9,0.92512153,402.73
Iowa,Hamilton,167,15225,0.814371257,0.185628743,0,54,0,0.906330826,577.44
Kansas,Hamilton,66,2565,0.984848485,0.015151515,0,28.4,28.4,0.883778315,997.62
Nebraska,Hamilton,173,9120,0.947976879,0.052023121,0,56.9,0,0.899117407,546.77
New York,Hamilton,87,4695,0.816091954,0.183908046,0,,,0.746636286,1807.81
Ohio,Hamilton,771,805965,0.977950713,0.022049287,0,146.8,17.4,0.834323878,412.78
Tennessee,Hamilton,457,351305,0.95404814,0.04595186,1,144.8,2.8,0.945988112,575.72
Texas,Hamilton,120,8230,0.975,0.025,0,,,0.891372329,836.38
South Dakota,Hamlin,58,5995,0.793103448,0.206896552,0,11.7,0,0.857210259,537.96
Massachusetts,Hampden,428,468070,0.934579439,0.065420561,0,111.8,70.1,0.700716679,634.12
Massachusetts,Hampshire,258,161035,0.903100775,0.096899225,0,42.5,15.1,0.700716679,545.44
West Virginia,Hampshire,90,23455,0.933333333,0.066666667,0,39.9,10.7,0.694866631,644.62
Virginia,Hampton,82,136790,0.951219512,0.048780488,0,4.2,0,0.884284057,562.63
South Carolina,Hampton,113,20295,0.92920354,0.07079646,0,50.9,22.5,0.812866638,136.23
Georgia,Hancock,64,8745,0.875,0.125,,25.5,0,0.967672415,478.76
Illinois,Hancock,296,18635,0.85472973,0.14527027,0,57.8,15.7,0.807663106,814.54
Indiana,Hancock,199,71955,0.974874372,0.025125628,0,15.9,8.9,0.92512153,306.73
Iowa,Hancock,145,11005,0.786206897,0.213793103,0,49.2,0,0.906330826,573.14
Kentucky,Hancock,70,8715,0.957142857,0.042857143,0,24,0,0.920222177,198.92
Maine,Hancock,70,54485,0.8,0.2,1,8.7,0,0.776837947,2351.03
Mississippi,Hancock,106,46030,0.896226415,0.103773585,0,31.7,15.9,0.731516457,552.53
Ohio,Hancock,346,75670,0.988439306,0.011560694,0,84.1,0,0.834323878,533.6
Tennessee,Hancock,61,6610,0.967213115,0.032786885,0,,,0.945988112,223.5
West Virginia,Hancock,29,30025,0.75862069,0.24137931,0,19,0,0.694866631,88.35
South Dakota,Hand,125,3310,0.728,0.272,0,30.5,0,0.857210259,1440.21
Virginia,Hanover,159,102200,0.937106918,0.062893082,0,51.9,13.4,0.884284057,474.08
Texas,Hansford,119,5550,0.983193277,0.016806723,0,0.7,0,0.891372329,920.4
South Dakota,Hanson,61,3390,0.885245902,0.114754098,,19.7,0,0.857210259,435.64
Georgia,Haralson,96,28665,0.916666667,0.083333333,0,40.5,20.8,0.967672415,283.16
Florida,Hardee,87,27300,0.988505747,0.011494253,0,21.7,0,0.882151679,638.33
Tennessee,Hardeman,224,25975,0.977678571,0.022321429,0,25,0,0.945988112,670.39
Texas,Hardeman,40,3950,0.975,0.025,0,45,0,0.891372329,697
Illinois,Hardin,60,4175,0.9,0.1,0,,,0.807663106,181.53
Iowa,Hardin,251,17325,0.820717131,0.179282869,0,69.6,0,0.906330826,569.93
Kentucky,Hardin,222,107575,0.986486486,0.013513514,0,77.6,0,0.920222177,629.86
Ohio,Hardin,264,31650,0.859848485,0.140151515,0,56.3,0,0.834323878,470.54
Tennessee,Hardin,189,25840,0.931216931,0.068783069,0,5.2,0,0.945988112,596.31
Texas,Hardin,77,55625,0.987012987,0.012987013,0,69.3,0,0.891372329,897.37
New Mexico,Harding,13,565,0.846153846,0.153846154,0,,,0.698534578,2125.95
South Dakota,Harding,49,1275,0.918367347,0.081632653,0,,,0.857210259,2677.58
West Virginia,Hardy,131,13940,0.954198473,0.045801527,,20.2,0,0.694866631,584.48
Maryland,Harford,270,249775,0.922222222,0.077777778,0,43.6,18.8,0.880315818,526.72
Kentucky,Harlan,254,28030,0.787401575,0.212598425,0,94.8,0,0.920222177,467.97
Nebraska,Harlan,93,3465,0.913978495,0.086021505,0,58.9,14,0.899117407,574.18
Oklahoma,Harmon,105,2815,0.961904762,0.038095238,0,,,0.629165553,538.56
North Carolina,Harnett,135,126620,0.903703704,0.096296296,0,35.8,9.4,0.890560355,601.3
Oregon,Harney,129,7215,0.968992248,0.031007752,0,,,0.897757095,10226.49
Kansas,Harper,386,5800,0.935233161,0.064766839,0,41.8,0,0.883778315,802.95
Oklahoma,Harper,124,3785,0.983870968,0.016129032,0,,,0.629165553,1040.96
Georgia,Harris,99,32990,0.909090909,0.090909091,0,,,0.967672415,472.93
Texas,Harris,168,4434255,0.994047619,0.005952381,2,410.7,46.2,0.891372329,1777.69
Indiana,Harrison,124,39370,1,0,0,24.9,7.8,0.92512153,486.88
Iowa,Harrison,219,14335,0.762557078,0.237442922,0,101.3,0,0.906330826,700.93
Kentucky,Harrison,151,18630,0.953642384,0.046357616,0,21.4,0,0.920222177,309.88
Mississippi,Harrison,299,198570,0.966555184,0.033444816,1,74.4,28.4,0.731516457,976.15
Missouri,Harrison,346,8650,0.846820809,0.153179191,0,,,0.753229107,726.45
Ohio,Harrison,137,15520,0.927007299,0.072992701,0,58.3,0,0.834323878,410.79
Texas,Harrison,3889,66430,0.990743122,0.009256878,0,85.2,32.4,0.891372329,915.09
West Virginia,Harrison,255,68775,0.741176471,0.258823529,1,39.6,0,0.694866631,416.6
Virginia,Harrisonburg,26,51980,0.884615385,0.115384615,,11.2,0,0.884284057,17.59
Georgia,Hart,73,25520,0.945205479,0.054794521,0,18.5,0,0.967672415,256.42
Kentucky,Hart,58,18510,0.982758621,0.017241379,0,22.5,0,0.920222177,417.91
Connecticut,Hartford,901,895700,0.927857936,0.072142064,1,101.1,34.5,0.649393876,750.57
Texas,Hartley,258,5965,0.992248062,0.007751938,0,72.3,0,0.891372329,1463.2
Kansas,Harvey,372,34815,0.919354839,0.080645161,0,62.6,33.9,0.883778315,540.5
Kansas,Haskell,17,4085,1,0,0,33.1,0,0.883778315,577.73
Oklahoma,Haskell,155,12835,0.864516129,0.135483871,0,,,0.629165553,625.27
Texas,Haskell,17,5810,0.941176471,0.058823529,0,,,0.891372329,910.25
Hawaii,Hawaii,235,193680,0.961702128,0.038297872,3,,,0.564047103,5086.7
Tennessee,Hawkins,186,56565,0.924731183,0.075268817,0,54.6,0,0.945988112,499.63
Nebraska,Hayes,43,1015,0.860465116,0.139534884,0,12.5,0,0.899117407,713.33
Texas,Hays,80,185685,1,0,0,35.3,25.2,0.891372329,679.79
North Carolina,Haywood,279,59575,0.860215054,0.139784946,,21.4,0,0.890560355,554.62
Tennessee,Haywood,240,18130,0.954166667,0.045833333,0,28.9,0,0.945988112,534.15
Georgia,Heard,61,11570,0.967213115,0.032786885,0,2.2,0,0.967672415,301.08
Texas,Hemphill,196,4150,0.994897959,0.005102041,0,31.7,0,0.891372329,912.06
Arkansas,Hempstead,175,22210,0.977142857,0.022857143,0,80.1,21.7,0.796760502,741.36
Illinois,Henderson,145,6965,0.931034483,0.068965517,0,45.5,40.2,0.807663106,395.12
Kentucky,Henderson,183,46360,0.93442623,0.06557377,0,41.2,0,0.920222177,467.24
North Carolina,Henderson,248,110905,0.923387097,0.076612903,0,24.9,0,0.890560355,375.04
Tennessee,Henderson,204,27950,0.990196078,0.009803922,0,,,0.945988112,525.91
Texas,Henderson,35,79215,1,0,0,59.8,0,0.891372329,949
Indiana,Hendricks,342,155815,0.947368421,0.052631579,0,46.7,17.2,0.92512153,408.88
Florida,Hendry,81,38375,1,0,0,9.6,0,0.882151679,1189.79
Minnesota,Hennepin,898,1209265,0.954342984,0.045657016,1,146,5.5,0.850650597,606.38
Virginia,Henrico,281,321920,0.960854093,0.039145907,1,44.5,22.6,0.884284057,244.6
Alabama,Henry,133,17185,0.992481203,0.007518797,0,27.5,0,0.880672042,568.33
Georgia,Henry,139,214170,1,0,0,34.2,0,0.967672415,324.48
Illinois,Henry,327,49680,0.957186544,0.042813456,0,71.1,14.7,0.807663106,825.6
Indiana,Henry,205,48955,0.96097561,0.03902439,0,29.4,0,0.92512153,394.9
Iowa,Henry,176,19940,0.835227273,0.164772727,0,19.9,19.2,0.906330826,436.68
Kentucky,Henry,94,15530,0.882978723,0.117021277,0,15.5,0,0.920222177,291.11
Missouri,Henry,260,21930,0.926923077,0.073076923,0,25.7,0,0.753229107,732.55
Ohio,Henry,264,27890,0.965909091,0.034090909,0,47,0,0.834323878,419.98
Tennessee,Henry,186,32290,0.946236559,0.053763441,0,38.4,0,0.945988112,593.45
Virginia,Henry,134,52210,0.992537313,0.007462687,0,26.5,0,0.884284057,384.39
New York,Herkimer,240,63560,0.895833333,0.104166667,0,35.3,35.3,0.746636286,1458.35
Florida,Hernando,57,176795,1,0,0,26.3,0,0.882151679,589.08
North Carolina,Hertford,55,24285,0.909090909,0.090909091,0,19.2,0,0.890560355,360.42
