County_Name,State_Name,Number of Bridges,Number of residents,Pct of Medium to Fair Condition Bridges,Pct of Poor Condition Bridges,Primary and Commercial Airports,Route miles of freight railroad,Route miles of passenger railroad and rail transit,Roads Acceptable (%)
St. Joseph County,Michigan,127,60925,0.897637795,0.102362205,0,39.2,0,0.771767308
St. Landry Parish,Louisiana,325,83700,0.898461538,0.101538462,0,83.7,0,0.743835895
St. Lawrence County,New York,315,111530,0.873015873,0.126984127,2,142.6,0,0.746636286
St. Louis city,Missouri,238,316030,0.865546218,0.134453782,0,71,29,0.753229107
St. Louis County,Minnesota,687,200355,0.925764192,0.074235808,2,465.6,23.8,0.850650597
St. Louis County,Missouri,905,1000560,0.93480663,0.06519337,1,147.9,49.4,0.753229107
St. Lucie County,Florida,147,293135,0.986394558,0.013605442,0,44.3,0,0.882151679
St. Martin Parish,Louisiana,119,53385,0.87394958,0.12605042,0,8.8,4.9,0.743835895
St. Mary Parish,Louisiana,125,53055,0.92,0.08,0,63,39.9,0.743835895
St. Mary's County,Maryland,50,110675,0.94,0.06,0,,,0.880315818
St. Tammany Parish,Louisiana,356,246270,0.921348315,0.078651685,0,30.7,27.7,0.743835895
Stafford County,Virginia,104,139550,0.903846154,0.096153846,0,26.4,17.9,0.884284057
Stafford County,Kansas,120,4285,0.991666667,0.008333333,0,30.4,30.4,0.883778315
Stanislaus County,California,382,530560,0.882198953,0.117801047,0,134.1,20.8,0.58749769
Stanley County,South Dakota,36,2965,0.861111111,0.138888889,0,29.1,0,0.857210259
Stanly County,North Carolina,161,60610,0.925465839,0.074534161,0,55.8,0,0.890560355
Stanton County,Kansas,21,2115,1,0,0,29.4,0,0.883778315
Stanton County,Nebraska,225,6020,0.862222222,0.137777778,0,,,0.899117407
Stark County,Ohio,426,374760,0.920187793,0.079812207,0,152,5.8,0.834323878
Stark County,Illinois,93,5840,0.924731183,0.075268817,0,6,0,0.807663106
Stark County,North Dakota,160,29835,0.8875,0.1125,1,58.9,0,0.933551831
Starke County,Indiana,87,23070,0.91954023,0.08045977,0,31.8,0,0.92512153
Starr County,Texas,63,63010,1,0,0,16.4,0,0.891372329
Staunton city,Virginia,7,24235,1,0,,9.1,4.6,0.884284057
Ste. Genevieve County,Missouri,104,17935,0.961538462,0.038461538,0,32.7,0,0.753229107
Stearns County,Minnesota,231,153660,0.991341991,0.008658009,0,48.2,0,0.850650597
Steele County,Minnesota,135,36540,0.955555556,0.044444444,0,69.5,0,0.850650597
Steele County,North Dakota,99,1970,0.929292929,0.070707071,0,38.6,0,0.933551831
Stephens County,Oklahoma,380,44630,0.952631579,0.047368421,0,27.8,0,0.629165553
Stephens County,Texas,116,9785,0.982758621,0.017241379,0,5.7,0,0.891372329
Stephens County,Georgia,68,25585,0.955882353,0.044117647,0,25.1,11.7,0.967672415
Stephenson County,Illinois,341,46285,0.947214076,0.052785924,0,32.6,1.3,0.807663106
Sterling County,Texas,54,1235,1,0,0,,,0.891372329
Steuben County,Indiana,135,34280,0.992592593,0.007407407,0,39.1,0,0.92512153
Steuben County,New York,629,98150,0.912559618,0.087440382,0,126.7,0,0.746636286
Stevens County,Kansas,3,5740,1,0,0,31.1,0,0.883778315
Stevens County,Minnesota,45,9760,0.977777778,0.022222222,0,43.8,0,0.850650597
Stevens County,Washington,70,43745,0.828571429,0.171428571,0,116.2,0,0.710608062
Stewart County,Tennessee,161,13255,0.98136646,0.01863354,0,2.2,0,0.945988112
Stewart County,Georgia,52,5790,0.961538462,0.038461538,0,,,0.967672415
Stillwater County,Montana,94,9340,0.957446809,0.042553191,0,38.2,0,0.880305656
Stoddard County,Missouri,438,29790,0.926940639,0.073059361,0,52.8,0,0.753229107
Stokes County,North Carolina,150,46455,0.826666667,0.173333333,0,26.8,0,0.890560355
Stone County,Mississippi,119,17995,0.899159664,0.100840336,0,17.2,0,0.731516457
Stone County,Missouri,63,31195,0.904761905,0.095238095,0,26.2,0,0.753229107
Stone County,Arkansas,73,12505,1,0,0,,,0.796760502
Stonewall County,Texas,50,1235,0.98,0.02,0,,,0.891372329
Storey County,Nevada,15,3940,0.866666667,0.133333333,,10.2,10.2,0.873795386
Story County,Iowa,291,94835,0.828178694,0.171821306,0,69.6,0,0.906330826
Strafford County,New Hampshire,133,125915,0.92481203,0.07518797,0,35.3,13.1,0.76406884
Stutsman County,North Dakota,76,21110,0.973684211,0.026315789,1,145.8,0,0.933551831
Sublette County,Wyoming,99,10030,0.868686869,0.131313131,0,,,0.803817764
Suffolk city,Virginia,133,87060,0.894736842,0.105263158,0,65.5,14.7,0.884284057
Suffolk County,New York,366,1498130,0.994535519,0.005464481,1,179.1,179.1,0.746636286
Suffolk County,Massachusetts,492,767720,0.894308943,0.105691057,1,41.4,39.3,0.700716679
Sullivan County,Indiana,216,21025,0.916666667,0.083333333,0,73.7,0,0.92512153
Sullivan County,Pennsylvania,118,6300,0.86440678,0.13559322,0,,,0.714875343
Sullivan County,New Hampshire,154,43050,0.922077922,0.077922078,0,24.6,22.7,0.76406884
Sullivan County,New York,358,75820,0.874301676,0.125698324,0,29.1,0,0.746636286
Sullivan County,Tennessee,367,156645,0.970027248,0.029972752,1,40.2,0,0.945988112
Sullivan County,Missouri,224,6415,0.888392857,0.111607143,0,18.5,0,0.753229107
Sully County,South Dakota,29,1455,0.75862069,0.24137931,0,10.7,0,0.857210259
Summers County,West Virginia,66,13325,0.848484848,0.151515152,0,43.7,36,0.694866631
Summit County,Ohio,572,541370,0.973776224,0.026223776,1,105.3,29.3,0.834323878
Summit County,Utah,141,39010,0.978723404,0.021276596,0,50.6,0,0.783681005
Summit County,Colorado,55,29270,0.945454545,0.054545455,0,,,0.78095535
Sumner County,Kansas,668,23510,0.989520958,0.010479042,0,124.3,0,0.883778315
Sumner County,Tennessee,388,172785,0.994845361,0.005154639,0,44.3,0,0.945988112
Sumter County,Alabama,245,13285,0.918367347,0.081632653,0,27.2,27.2,0.880672042
Sumter County,South Carolina,167,107680,0.904191617,0.095808383,0,56.8,0,0.812866638
Sumter County,Florida,73,113590,1,0,0,29.7,0,0.882151679
Sumter County,Georgia,81,31070,0.925925926,0.074074074,0,63.3,0,0.967672415
Sunflower County,Mississippi,172,27425,0.674418605,0.325581395,0,19.2,0,0.731516457
Surry County,Virginia,28,6730,0.964285714,0.035714286,0,,,0.884284057
Surry County,North Carolina,301,72765,0.877076412,0.122923588,0,52.1,0,0.890560355
Susquehanna County,Pennsylvania,272,41830,0.797794118,0.202205882,0,42.5,0,0.714875343
Sussex County,Virginia,106,11735,0.990566038,0.009433962,0,33.5,33.5,0.884284057
Sussex County,New Jersey,175,144695,0.868571429,0.131428571,0,32.7,0,0.529653452
Sussex County,Delaware,166,211225,0.93373494,0.06626506,0,93.3,0,0.816886856
Sutter County,California,121,95405,0.884297521,0.115702479,0,27.3,10.6,0.58749769
Sutton County,Texas,92,3935,1,0,0,,,0.891372329
Suwannee County,Florida,37,43655,0.918918919,0.081081081,0,25.2,0,0.882151679
Swain County,North Carolina,130,14235,0.915384615,0.084615385,0,29.9,29.9,0.890560355
Sweet Grass County,Montana,91,3635,0.967032967,0.032967033,0,37.4,0,0.880305656
Sweetwater County,Wyoming,195,44810,0.928205128,0.071794872,1,220.7,0,0.803817764
Swift County,Minnesota,95,9485,0.978947368,0.021052632,0,65.4,0,0.850650597
Swisher County,Texas,70,7640,0.942857143,0.057142857,0,33.1,0,0.891372329
Switzerland County,Indiana,62,10485,0.870967742,0.129032258,0,,,0.92512153
Talbot County,Maryland,40,37670,1,0,0,,,0.880315818
Talbot County,Georgia,68,6375,0.897058824,0.102941176,0,44.4,0,0.967672415
Taliaferro County,Georgia,41,1905,0.951219512,0.048780488,,21,0,0.967672415
Talladega County,Alabama,243,81055,0.95473251,0.04526749,0,143.7,10.7,0.880672042
Tallahatchie County,Mississippi,158,14775,0.708860759,0.291139241,0,43.6,22.3,0.731516457
Tallapoosa County,Alabama,152,40960,0.881578947,0.118421053,0,33.1,0,0.880672042
Tama County,Iowa,346,17425,0.656069364,0.343930636,0,25.2,0,0.906330826
Taney County,Missouri,146,53855,0.95890411,0.04109589,0,18.5,0,0.753229107
Tangipahoa Parish,Louisiana,486,127115,0.855967078,0.144032922,0,58.9,50.6,0.743835895
Taos County,New Mexico,100,32960,0.9,0.1,0,,,0.698534578
Tarrant County,Texas,2360,1947530,0.993644068,0.006355932,1,257.3,75.3,0.891372329
Tate County,Mississippi,142,28340,0.908450704,0.091549296,0,17.9,5.9,0.731516457
Tattnall County,Georgia,72,25260,0.972222222,0.027777778,0,11.8,0,0.967672415
Taylor County,Iowa,246,6210,0.585365854,0.414634146,0,,,0.906330826
Taylor County,West Virginia,65,16950,0.892307692,0.107692308,0,39.1,0,0.694866631
Taylor County,Wisconsin,178,20520,0.853932584,0.146067416,0,28.3,0,0.833592818
Taylor County,Texas,415,135235,0.985542169,0.014457831,1,78.7,0,0.891372329
Taylor County,Florida,92,22580,0.880434783,0.119565217,0,20.1,0,0.882151679
Taylor County,Georgia,71,8355,0.929577465,0.070422535,0,40.3,0,0.967672415
Taylor County,Kentucky,90,25315,0.977777778,0.022222222,0,,,0.920222177
Tazewell County,Virginia,208,43365,0.884615385,0.115384615,0,70.8,0,0.884284057
Tazewell County,Illinois,360,135400,0.883333333,0.116666667,0,93.8,0,0.807663106
Tehama County,California,450,63015,0.906666667,0.093333333,0,58.3,40.8,0.58749769
Telfair County,Georgia,71,16405,0.971830986,0.028169014,,34.7,0,0.967672415
Teller County,Colorado,27,23470,0.925925926,0.074074074,0,,,0.78095535
Tensas Parish,Louisiana,53,4795,0.962264151,0.037735849,0,,,0.743835895
Terrebonne Parish,Louisiana,214,113100,0.88317757,0.11682243,0,15.6,15.6,0.743835895
Terrell County,Texas,53,780,1,0,0,59.5,59.5,0.891372329
Terrell County,Georgia,52,9130,0.980769231,0.019230769,0,17.6,0,0.967672415
Terry County,Texas,5,12725,1,0,0,37.1,0,0.891372329
Teton County,Wyoming,117,22625,0.863247863,0.136752137,1,,,0.803817764
Teton County,Montana,81,6065,0.987654321,0.012345679,0,68.9,0,0.880305656
Teton County,Idaho,35,10435,0.885714286,0.114285714,0,,,0.968883613
Texas County,Oklahoma,112,21500,0.955357143,0.044642857,0,64.8,0,0.629165553
Texas County,Missouri,161,25690,0.968944099,0.031055901,0,17.6,0,0.753229107
Thayer County,Nebraska,222,5165,0.923423423,0.076576577,0,25.3,0,0.899117407
Thomas County,Kansas,82,7910,0.987804878,0.012195122,0,58,0,0.883778315
Thomas County,Nebraska,20,675,0.9,0.1,0,33.1,0,0.899117407
Thomas County,Georgia,180,44975,0.977777778,0.022222222,0,65.8,0,0.967672415
Throckmorton County,Texas,53,1520,0.962264151,0.037735849,0,,,0.891372329
Thurston County,Nebraska,152,6990,0.743421053,0.256578947,0,18.6,0,0.899117407
Thurston County,Washington,196,266310,0.989795918,0.010204082,0,88.5,25.2,0.710608062
Tift County,Georgia,111,40690,0.990990991,0.009009009,0,20.8,0,0.967672415
Tillamook County,Oregon,207,25550,0.937198068,0.062801932,0,56.4,4.9,0.897757095
Tillman County,Oklahoma,286,7610,0.933566434,0.066433566,0,58.2,0,0.629165553
Tioga County,Pennsylvania,419,42030,0.945107399,0.054892601,0,23.4,0,0.714875343
Tioga County,New York,217,49650,0.889400922,0.110599078,0,73.4,9.5,0.746636286
Tippah County,Mississippi,157,22060,0.853503185,0.146496815,0,19.7,0,0.731516457
Tippecanoe County,Indiana,322,183395,0.925465839,0.074534161,0,89.2,26.5,0.92512153
Tipton County,Indiana,112,15445,1,0,0,32,4.9,0.92512153
Tipton County,Tennessee,202,61560,0.975247525,0.024752475,0,26.4,22,0.945988112
Tishomingo County,Mississippi,152,19505,0.894736842,0.105263158,0,67,0,0.731516457
Titus County,Texas,159,32590,0.993710692,0.006289308,0,45.6,0,0.891372329
Todd County,Minnesota,132,24335,0.977272727,0.022727273,0,24.2,17.4,0.850650597
Todd County,South Dakota,24,10020,0.75,0.25,0,,,0.857210259
Todd County,Kentucky,78,12465,0.948717949,0.051282051,0,20.5,0,0.920222177
Tolland County,Connecticut,204,151690,0.941176471,0.058823529,0,24.1,0,0.649393876
Tom Green County,Texas,303,116265,1,0,1,35.7,0,0.891372329
Tompkins County,New York,196,104270,0.846938776,0.153061224,1,27.3,0,0.746636286
Tooele County,Utah,33,61985,1,0,0,190.1,103.9,0.783681005
Toole County,Montana,34,5115,0.970588235,0.029411765,0,93.4,44.8,0.880305656
Toombs County,Georgia,72,27160,0.972222222,0.027777778,0,17.5,0,0.967672415
Torrance County,New Mexico,70,15600,0.957142857,0.042857143,0,100.1,0,0.698534578
Towner County,North Dakota,59,2290,0.813559322,0.186440678,0,52.8,0,0.933551831
Towns County,Georgia,45,10975,0.933333333,0.066666667,,,,0.967672415
Traill County,North Dakota,161,8075,0.844720497,0.155279503,0,55.3,30.2,0.933551831
Transylvania County,North Carolina,153,33060,0.869281046,0.130718954,0,7.3,0,0.890560355
Traverse County,Minnesota,120,3395,0.975,0.025,0,6.3,0,0.850650597
Travis County,Texas,1415,1148175,0.999293286,0.000706714,1,69.7,42.8,0.891372329
Treasure County,Montana,31,845,0.903225806,0.096774194,0,55.7,0,0.880305656
Trego County,Kansas,169,2925,0.940828402,0.059171598,0,32.7,0,0.883778315
Trempealeau County,Wisconsin,260,29520,0.869230769,0.130769231,0,48.8,0,0.833592818
Treutlen County,Georgia,71,6710,0.985915493,0.014084507,0,11.9,0,0.967672415
Trigg County,Kentucky,105,14265,0.923809524,0.076190476,0,,,0.920222177
Trimble County,Kentucky,43,8750,0.906976744,0.093023256,0,0.2,0,0.920222177
Trinity County,Texas,81,14360,0.987654321,0.012345679,0,15.9,0,0.891372329
Trinity County,California,194,13180,0.896907216,0.103092784,0,,,0.58749769
Tripp County,South Dakota,89,5475,0.730337079,0.269662921,0,,,0.857210259
Troup County,Georgia,171,69315,0.923976608,0.076023392,0,56.9,0,0.967672415
Trousdale County,Tennessee,87,7970,0.977011494,0.022988506,,,,0.945988112
Trumbull County,Ohio,402,204910,0.89800995,0.10199005,0,119.2,0,0.834323878
Tucker County,West Virginia,65,6920,0.861538462,0.138461538,0,,,0.694866631
Tulare County,California,607,455770,0.942339374,0.057660626,0,153.3,22,0.58749769
Tulsa County,Oklahoma,1081,629825,0.920444033,0.079555967,1,106.1,0,0.629165553
Tunica County,Mississippi,79,10405,0.911392405,0.088607595,0,16.6,16.6,0.731516457
Tuolumne County,California,129,53865,0.914728682,0.085271318,0,28.9,0,0.58749769
Turner County,South Dakota,137,8290,0.744525547,0.255474453,0,26.4,0,0.857210259
Turner County,Georgia,70,8150,0.985714286,0.014285714,0,23.5,0,0.967672415
Tuscaloosa County,Alabama,480,202470,0.972916667,0.027083333,0,107.1,41.7,0.880672042
Tuscarawas County,Ohio,341,92580,0.976539589,0.023460411,0,77.4,0,0.834323878
Tuscola County,Michigan,238,54015,0.941176471,0.058823529,0,87.2,0,0.771767308
Twiggs County,Georgia,45,8365,0.977777778,0.022222222,0,43.5,0,0.967672415
Twin Falls County,Idaho,121,80955,0.950413223,0.049586777,1,38.3,0,0.968883613
Tyler County,West Virginia,71,9000,0.845070423,0.154929577,,13.8,0,0.694866631
Tyler County,Texas,135,21370,0.97037037,0.02962963,0,,,0.891372329
Tyrrell County,North Carolina,27,4130,0.888888889,0.111111111,,,,0.890560355
Uinta County,Wyoming,132,20895,0.818181818,0.181818182,0,74.2,0,0.803817764
Uintah County,Utah,91,36310,0.967032967,0.032967033,1,13,0,0.783681005
Ulster County,New York,385,180505,0.766233766,0.233766234,0,46.8,6.9,0.746636286
Umatilla County,Oregon,328,76580,0.93597561,0.06402439,1,171.2,0,0.897757095
Unicoi County,Tennessee,161,17945,0.962732919,0.037267081,,16.3,0,0.945988112
Union County,Ohio,222,53955,0.95045045,0.04954955,0,33.9,0,0.834323878
Union County,Oregon,161,25760,0.962732919,0.037267081,0,91.9,18.1,0.897757095
Union County,Indiana,57,7250,0.929824561,0.070175439,0,30.7,16.4,0.92512153
Union County,Pennsylvania,157,45180,0.904458599,0.095541401,0,11.3,0,0.714875343
Union County,Illinois,200,17460,0.95,0.05,0,40.4,22.5,0.807663106
Union County,Mississippi,207,27990,0.975845411,0.024154589,0,32.7,0,0.731516457
Union County,New Jersey,401,550435,0.942643392,0.057356608,0,67.6,32.7,0.529653452
Union County,North Carolina,298,217615,0.929530201,0.070469799,0,39.6,0,0.890560355
Union County,Iowa,187,12540,0.673796791,0.326203209,0,24.8,24.8,0.906330826
Union County,Tennessee,59,19080,0.915254237,0.084745763,0,7.2,0,0.945988112
Union County,New Mexico,68,4290,0.941176471,0.058823529,0,83.3,0,0.698534578
Union County,South Carolina,133,27930,0.872180451,0.127819549,0,49.4,0,0.812866638
Union County,South Dakota,172,14840,0.86627907,0.13372093,0,44.8,0,0.857210259
Union County,Florida,28,15160,0.964285714,0.035714286,0,,,0.882151679
Union County,Georgia,81,22035,0.975308642,0.024691358,0,,,0.967672415
Union County,Kentucky,127,15065,0.937007874,0.062992126,0,2.8,0,0.920222177
Union County,Arkansas,285,40335,0.985964912,0.014035088,1,39.9,0,0.796760502
Union Parish,Louisiana,122,22460,0.918032787,0.081967213,0,,,0.743835895
Upshur County,West Virginia,99,24630,0.828282828,0.171717172,0,48.2,0,0.694866631
Upshur County,Texas,139,40295,1,0,0,41.2,11.6,0.891372329
Upson County,Georgia,61,26395,0.967213115,0.032786885,0,12.9,0,0.967672415
Upton County,Texas,39,3475,1,0,0,33.8,0,0.891372329
Utah County,Utah,266,564175,0.988721805,0.011278195,1,149.9,96.4,0.783681005
Uvalde County,Texas,101,27055,1,0,0,54.3,45.1,0.891372329
Val Verde County,Texas,111,48860,1,0,1,90.2,90.2,0.891372329
Valdez-Cordova Census Area,Alaska,108,9520,0.916666667,0.083333333,2,3.1,3.1,0.769478458
Valencia County,New Mexico,69,75995,0.913043478,0.086956522,0,106.3,62.7,0.698534578
Valley County,Montana,106,7575,0.933962264,0.066037736,1,76.7,76.7,0.880305656
Valley County,Idaho,141,9895,0.957446809,0.042553191,0,22.1,22.1,0.968883613
Valley County,Nebraska,117,4240,0.974358974,0.025641026,0,13.1,0,0.899117407
Van Buren County,Michigan,124,75215,0.967741935,0.032258065,0,50.6,36.2,0.771767308
Van Buren County,Iowa,161,7380,0.677018634,0.322981366,0,,,0.906330826
Van Buren County,Tennessee,37,5640,1,0,0,,,0.945988112
Van Buren County,Arkansas,98,16890,0.969387755,0.030612245,0,,,0.796760502
Van Wert County,Ohio,318,28500,0.993710692,0.006289308,0,46.9,0,0.834323878
Van Zandt County,Texas,247,53070,0.971659919,0.028340081,0,28.1,28.1,0.891372329
Vance County,North Carolina,73,44510,0.904109589,0.095890411,0,21,0,0.890560355
Vanderburgh County,Indiana,277,181690,0.974729242,0.025270758,1,62.1,0,0.92512153
Venango County,Pennsylvania,191,53460,0.806282723,0.193717277,0,39.8,12.4,0.714875343
Ventura County,California,502,843110,0.962151394,0.037848606,0,98.2,76.2,0.58749769
Vermilion County,Illinois,493,79615,0.910750507,0.089249493,0,125.4,0,0.807663106
Vermilion Parish,Louisiana,264,59525,0.90530303,0.09469697,0,8.8,0,0.743835895
Vermillion County,Indiana,127,15750,0.937007874,0.062992126,0,47.6,0,0.92512153
Vernon County,Wisconsin,328,30440,0.932926829,0.067073171,0,21.5,0,0.833592818
Vernon County,Missouri,392,20835,0.943877551,0.056122449,0,95,0,0.753229107
Vernon Parish,Louisiana,342,52100,0.918128655,0.081871345,0,41,0,0.743835895
Victoria County,Texas,336,90990,0.979166667,0.020833333,0,103,0,0.891372329
Vigo County,Indiana,294,108100,0.955782313,0.044217687,0,97.7,0,0.92512153
Vilas County,Wisconsin,26,21375,0.884615385,0.115384615,0,,,0.833592818
Vinton County,Ohio,195,13130,0.923076923,0.076923077,0,16.5,0,0.834323878
Virginia Beach city,Virginia,118,449735,0.974576271,0.025423729,0,3.1,0,0.884284057
Volusia County,Florida,226,510805,0.96460177,0.03539823,1,88.1,40.1,0.882151679
Wabash County,Indiana,193,32175,0.932642487,0.067357513,0,51.4,0,0.92512153
Wabash County,Illinois,91,11585,0.934065934,0.065934066,0,23.6,0,0.807663106
Wabasha County,Minnesota,145,21325,0.965517241,0.034482759,0,30.7,30.7,0.850650597
Wabaunsee County,Kansas,244,6960,0.901639344,0.098360656,0,36.7,0,0.883778315
Wadena County,Minnesota,75,13755,0.986666667,0.013333333,0,13.3,13.3,0.850650597
Wagoner County,Oklahoma,253,76190,0.916996047,0.083003953,0,74.7,0,0.629165553
Wahkiakum County,Washington,36,4050,0.972222222,0.027777778,0,,,0.710608062
Wake County,North Carolina,717,998575,0.938633194,0.061366806,1,141.3,53.9,0.890560355
Wakulla County,Florida,50,31315,0.86,0.14,0,,,0.882151679
Waldo County,Maine,92,39070,0.869565217,0.130434783,0,26,0,0.776837947
Walker County,Alabama,273,65595,0.937728938,0.062271062,0,112,0,0.880672042
Walker County,Texas,148,69925,0.97972973,0.02027027,0,30.9,0,0.891372329
